GarageArea,GarageCars,GarageYrBlt,Fireplaces,TotRmsAbvGrd,FullBath,GrLivArea,1stFlrSF,TotalBsmtSF,BsmtFinSF1,MasVnrArea,YearRemodAdd,YearBuilt,OverallQual
680,2,1991.0,1,7,2,1588,1120,0,0,0.0,1959,1959,4
264,1,1984.0,0,4,1,752,752,744,623,0.0,1984,1984,6
270,1,1953.0,0,5,1,1319,1319,608,428,0.0,1953,1953,5
434,2,2003.0,1,8,2,1928,847,847,0,0.0,2004,2003,7
0,0,1980.0,0,4,0,904,904,683,350,0.0,1950,1922,1
576,2,1998.0,0,5,1,914,914,870,298,0.0,1996,1996,5
610,2,2004.0,1,8,3,2466,1580,1580,0,0.0,2005,2004,8
834,3,2010.0,1,8,1,1856,1856,1856,1445,350.0,2010,2010,9
463,2,2000.0,1,7,2,1800,1007,982,0,16.0,2000,2000,6
308,1,1924.0,1,6,2,1691,1026,1026,218,0.0,1950,1924,5
572,2,2006.0,1,5,2,1301,1301,1293,0,0.0,2006,2006,7
639,2,2006.0,0,8,2,1797,939,939,0,0.0,2006,2006,7
360,2,1950.0,0,5,1,784,784,784,0,0.0,1950,1928,6
501,2,1992.0,2,9,2,1953,1079,1580,985,0.0,1992,1992,6
430,2,2004.0,1,6,2,1269,1269,1256,24,16.0,2005,2004,8
0,0,1980.0,0,8,1,1184,658,658,0,0.0,1996,1910,5
352,1,1977.0,1,6,1,1125,1125,1041,631,255.0,1976,1976,6
577,2,1999.0,0,6,2,1479,1479,1468,0,125.0,2000,1999,7
846,3,2008.0,1,9,2,2332,1742,1682,1280,272.0,2008,2007,10
384,1,1978.0,0,7,1,1367,961,861,241,0.0,1950,1900,5
560,2,2001.0,1,7,2,1961,804,804,690,0.0,2002,2001,6
294,1,1959.0,0,5,1,882,882,0,0,0.0,1959,1959,5
0,0,1980.0,2,4,1,788,788,788,266,0.0,1950,1941,4
240,1,1940.0,0,5,1,1034,735,735,0,0.0,1950,1940,5
596,1,1956.0,0,6,1,1144,1144,1144,739,0.0,1956,1956,5
600,2,1985.0,0,6,1,894,894,894,777,0.0,1972,1972,5
264,1,1962.0,1,8,2,1812,876,864,540,288.0,1962,1962,5
338,1,1920.0,0,6,1,1077,1077,961,0,0.0,1950,1920,5
438,2,2007.0,0,7,2,1550,1112,1092,812,100.0,2007,2006,7
500,2,1996.0,2,4,1,1288,1288,1260,786,0.0,1996,1996,8
400,2,2005.0,1,6,2,1310,1310,1310,24,0.0,2005,2005,7
240,1,1940.0,0,4,1,672,672,672,0,0.0,1997,1940,5
420,2,1998.0,1,10,2,2263,1165,1141,0,650.0,1998,1998,8
373,2,1995.0,1,7,2,1572,806,806,0,0.0,1996,1995,6
490,2,1993.0,1,8,2,1620,1620,1281,1116,0.0,1993,1976,4
240,1,1936.0,0,6,1,1639,1166,1064,0,0.0,1950,1936,6
308,1,1960.0,0,8,2,1680,840,840,0,0.0,1976,1915,6
947,3,2006.0,1,9,2,2172,1071,1063,0,350.0,2006,2006,7
836,3,2008.0,1,8,2,2078,1050,1034,789,100.0,2008,2007,8
350,1,1958.0,0,5,1,1276,1276,1276,0,0.0,1958,1958,5
572,2,1955.0,0,5,1,1056,1056,1056,1056,0.0,1955,1955,5
484,2,2009.0,1,7,2,1478,1478,1470,578,432.0,2009,2009,7
360,2,1927.0,1,5,1,1028,1028,1008,0,0.0,1950,1927,5
678,3,1993.0,1,9,2,2097,1080,1080,50,0.0,1993,1993,7
396,2,2007.0,0,6,2,1340,1340,1340,24,0.0,2007,2007,7
440,2,1978.0,1,6,1,1400,672,672,209,203.0,1978,1978,6
864,3,1918.0,1,10,2,2624,1370,1370,1128,0.0,1950,1918,6
240,1,1940.0,0,7,1,1134,756,756,312,0.0,1950,1940,5
304,1,1968.0,1,6,1,1056,1056,1056,775,0.0,1968,1968,5
784,4,1997.0,0,8,2,1344,1344,1344,1309,200.0,1998,1997,7
529,2,1977.0,1,8,2,1602,1602,1602,1246,126.0,2000,1977,6
520,2,1954.0,0,4,1,988,988,988,0,0.0,1954,1954,5
696,3,1998.0,1,8,2,2630,1470,1470,986,473.0,1998,1998,8
297,1,1956.0,1,6,1,1196,1196,1196,616,74.0,1956,1956,6
240,1,1947.0,2,6,1,1389,707,651,0,0.0,1992,1946,7
569,2,1989.0,1,5,2,1644,1644,1518,1518,145.0,1989,1989,7
352,1,1964.0,0,5,1,907,907,907,288,0.0,1957,1957,4
628,2,2007.0,0,6,2,1208,1208,1208,664,108.0,2007,2007,7
576,2,1988.0,1,6,2,1412,1412,1392,1005,0.0,1988,1988,6
264,1,1971.0,0,4,1,987,483,483,387,232.0,1971,1971,6
0,0,1980.0,0,7,1,1198,1088,901,0,0.0,1998,1920,6
440,2,1971.0,0,6,1,1365,765,765,471,376.0,1971,1971,5
470,2,1997.0,1,7,2,1604,926,926,0,0.0,1998,1997,6
0,0,1980.0,0,3,1,630,630,630,495,0.0,1972,1972,4
550,2,1996.0,1,6,2,1661,827,799,385,0.0,1996,1996,7
440,2,1990.0,0,6,1,1118,734,648,0,0.0,1950,1920,6
180,1,1926.0,0,4,1,904,904,884,0,0.0,2004,1926,6
352,1,1990.0,1,4,1,694,694,440,365,0.0,2002,1913,5
528,2,2005.0,0,7,1,1196,684,684,0,0.0,2000,1920,6
672,3,2008.0,2,10,2,2402,2402,3094,1767,200.0,2008,2008,10
0,0,1980.0,0,8,2,1440,1440,1440,133,270.0,1955,1955,4
360,2,1930.0,1,8,2,1573,1128,1078,0,0.0,1992,1930,5
648,3,2007.0,1,6,2,1258,1258,1258,0,72.0,2007,2006,7
493,2,1994.0,1,8,2,1908,933,915,642,0.0,1995,1994,7
480,2,1956.0,1,7,1,1689,1689,1436,0,0.0,1956,1956,6
578,2,1966.0,1,6,2,1888,1888,1517,247,0.0,2002,1966,6
431,2,1998.0,1,10,2,1886,956,930,0,0.0,1999,1998,7
198,1,1937.0,1,7,2,1376,780,780,0,0.0,1950,1937,6
308,1,1981.0,0,6,1,1183,679,649,331,0.0,2002,1948,3
270,1,1932.0,0,5,1,813,813,813,0,0.0,2005,1930,6
576,2,1975.0,2,5,2,1533,1533,1533,655,0.0,1975,1975,7
422,2,1996.0,0,7,2,1756,888,872,742,42.0,1997,1996,6
676,2,2008.0,0,6,2,1590,786,768,0,0.0,2008,2008,8
560,2,1976.0,0,8,2,1728,1728,1728,1606,0.0,1976,1976,5
528,2,1973.0,1,6,1,1242,1242,1242,916,320.0,1973,1973,7
513,3,1916.0,0,7,1,1344,624,624,0,0.0,1950,1916,5
529,2,1954.0,2,6,1,1663,1663,1364,1116,0.0,1994,1954,4
228,1,1925.0,1,7,1,1666,833,588,0,0.0,1996,1925,8
352,1,1950.0,1,5,1,1203,979,709,185,161.0,1950,1950,5
552,2,2009.0,0,8,2,1935,832,832,544,110.0,2009,2009,8
576,2,1971.0,0,6,1,1135,575,560,350,0.0,2007,1936,7
360,1,1965.0,1,5,1,864,864,864,553,0.0,1965,1965,5
240,1,1939.0,1,6,1,1660,849,715,326,0.0,1995,1934,6
0,0,1980.0,0,5,2,1040,1040,1040,616,136.0,1978,1978,5
398,2,2004.0,1,6,2,1414,1414,1375,0,18.0,2004,2004,7
526,2,1970.0,1,5,1,1277,1277,1277,778,0.0,1970,1970,7
312,1,1942.0,2,7,1,1644,888,728,386,224.0,1995,1942,5
866,3,2006.0,1,7,2,1634,1634,1626,0,248.0,2006,2006,8
506,2,1993.0,0,7,2,1710,832,832,426,120.0,1993,1993,6
528,2,1985.0,0,4,1,1502,1502,1488,368,0.0,1985,1985,8
534,2,1977.0,1,8,2,1969,1161,808,0,0.0,1977,1977,7
525,2,2005.0,0,5,1,1072,1072,547,459,80.0,2005,2005,6
908,3,2006.0,1,7,2,1976,1976,1976,1350,304.0,2007,2006,8
499,2,2000.0,0,6,2,1652,1652,1494,1196,0.0,2000,2000,8
624,2,1996.0,0,5,1,970,970,970,630,0.0,1963,1963,5
508,2,1997.0,1,7,2,1493,1493,1478,994,215.0,1998,1997,6
694,3,2006.0,1,9,2,2643,2069,2153,0,772.0,2006,2006,9
826,3,2007.0,1,7,2,1718,1718,1705,1288,336.0,2008,2007,8
672,2,1995.0,0,7,1,1131,1131,907,168,435.0,2000,1937,4
772,3,2004.0,1,8,2,1850,1850,1833,1261,378.0,2005,2004,9
874,3,2003.0,1,6,2,1792,1792,1792,1567,562.0,2004,2003,9
164,1,1915.0,1,7,1,1826,916,910,299,0.0,2005,1915,7
402,2,1998.0,0,5,2,1216,1216,1216,897,116.0,1998,1998,6
264,1,1963.0,0,6,1,999,999,999,588,0.0,2001,1962,5
264,1,1950.0,1,5,1,1113,1113,1113,607,0.0,2007,1950,5
515,2,1965.0,0,6,1,1073,1073,1073,836,168.0,1965,1965,5
487,2,1971.0,1,7,2,1484,1484,1484,998,0.0,1971,1971,5
520,2,1970.0,1,10,2,2414,1766,954,664,0.0,1970,1900,5
286,1,1970.0,0,3,1,630,630,630,515,0.0,2002,1970,4
336,1,1976.0,1,4,1,1304,616,264,0,0.0,1976,1976,5
240,1,1941.0,2,5,1,1578,958,806,403,0.0,1950,1941,6
429,2,2006.0,0,8,2,1456,728,728,0,0.0,2006,2006,6
308,1,1964.0,1,6,1,1269,1269,1269,374,0.0,1960,1960,5
273,1,1938.0,0,4,1,886,886,190,0,0.0,1996,1938,5
0,0,1980.0,0,4,1,720,720,720,495,0.0,1950,1920,4
546,2,1992.0,1,10,3,3228,3228,3200,1231,0.0,1993,1992,8
240,1,1925.0,0,8,2,1820,1133,1026,329,0.0,1950,1925,7
288,1,1967.0,0,5,1,899,899,864,450,89.0,2004,1967,5
297,1,1958.0,0,5,1,912,912,912,111,0.0,1985,1958,5
264,1,1973.0,0,7,1,1218,672,672,356,285.0,1973,1973,6
603,2,2005.0,0,7,2,1768,866,866,400,0.0,2005,2005,7
461,2,1965.0,0,6,1,1214,1214,1214,698,0.0,1965,1965,5
484,2,1959.0,2,6,2,1801,1801,1501,1247,0.0,1997,1959,7
440,2,1974.0,1,6,2,1322,855,855,257,0.0,1974,1974,6
400,2,1952.0,0,10,2,1960,960,960,0,360.0,1952,1952,5
471,2,1993.0,1,8,2,1911,1065,777,380,125.0,1994,1993,8
676,2,2009.0,0,4,2,1218,1218,1218,27,0.0,2009,2009,6
360,2,1928.0,1,7,2,1378,689,689,141,0.0,2005,1928,7
270,1,1959.0,0,6,1,1041,1041,1041,991,132.0,1959,1959,5
288,1,1951.0,2,6,1,1363,1363,1008,650,70.0,2000,1951,5
474,2,2005.0,1,6,2,1368,1368,1368,0,94.0,2006,2005,7
624,2,1964.0,0,5,1,864,864,864,521,0.0,1958,1958,5
484,2,1983.0,0,5,1,1080,1080,1084,336,0.0,1983,1983,6
200,1,1926.0,0,5,1,789,789,768,0,0.0,1950,1926,5
900,3,2009.0,1,9,2,2020,2020,2006,1436,305.0,2009,2009,10
583,2,1972.0,1,7,2,2119,1378,689,0,333.0,1972,1972,6
889,3,1996.0,1,7,2,2344,1277,1264,0,921.0,1997,1996,7
546,2,1998.0,0,7,2,1796,882,794,706,0.0,1998,1998,6
282,1,1926.0,2,9,1,2080,1276,1276,0,0.0,2004,1926,7
0,0,1980.0,0,7,2,1294,694,0,0,0.0,2000,1900,4
336,1,1957.0,2,6,1,1244,1244,1244,777,0.0,1957,1957,6
420,2,1950.0,2,7,2,1664,1004,1004,399,0.0,1950,1947,6
884,3,2007.0,1,11,3,4676,3138,3138,2260,762.0,2008,2007,10
834,3,1996.0,1,8,2,2398,1383,1379,719,594.0,1997,1996,7
453,2,2005.0,1,6,2,1266,1266,1257,0,0.0,2005,2005,7
252,1,1956.0,0,4,1,928,928,928,377,0.0,2000,1956,5
858,3,2008.0,1,11,2,2713,1476,1452,1330,268.0,2008,2008,9
0,0,1980.0,0,5,1,605,605,528,348,0.0,2002,1920,4
484,2,1975.0,2,9,3,2515,2515,2035,1219,0.0,1975,1957,6
600,2,1988.0,1,5,2,1509,1509,1461,783,219.0,1989,1988,6
502,2,1920.0,0,6,2,1362,751,611,0,0.0,1999,1920,6
392,1,1967.0,1,5,1,827,827,0,0,0.0,2007,1955,5
0,0,1980.0,0,2,1,334,334,0,0,0.0,1950,1946,1
403,2,2004.0,1,6,2,1414,707,707,0,0.0,2004,2004,8
0,0,1980.0,0,5,1,1347,820,1117,969,0.0,1991,1910,5
527,2,1998.0,0,8,2,1724,880,880,0,0.0,1999,1998,7
576,2,1980.0,0,5,1,864,864,864,600,0.0,1972,1972,4
336,1,1968.0,1,7,1,1159,1159,1051,673,188.0,1968,1968,5
670,2,2001.0,1,6,2,1601,1601,1581,1358,479.0,2002,2001,8
765,3,2006.0,1,8,2,1838,1838,1838,1260,584.0,2006,2006,9
648,3,2000.0,1,8,2,2285,997,969,0,72.0,2000,2000,8
583,2,1998.0,1,7,2,1680,1680,1650,144,0.0,1999,1998,7
367,1,1998.0,0,4,1,767,767,723,584,182.0,1998,1998,7
426,2,2006.0,1,7,2,1496,664,654,554,0.0,2006,2006,7
786,3,1988.0,0,9,2,2183,1377,1204,1002,178.0,1988,1988,7
440,2,1950.0,1,6,1,1635,915,1065,300,0.0,1950,1923,6
624,2,1987.0,0,5,1,768,768,768,619,0.0,1970,1970,5
720,2,1963.0,0,4,1,825,825,825,180,0.0,1995,1955,5
615,2,2003.0,1,8,2,2094,912,912,0,0.0,2004,2003,7
440,2,1977.0,0,4,2,1069,1069,1069,559,0.0,1977,1977,6
288,1,1957.0,0,5,1,928,928,928,308,0.0,1957,1957,5
908,3,2006.0,1,7,2,1717,1717,1709,0,250.0,2006,2006,8
520,2,2002.0,0,5,2,1126,1126,0,0,0.0,2003,1949,4
871,3,2003.0,1,8,2,2046,1006,998,866,292.0,2004,2003,7
280,1,1922.0,1,5,1,1048,1048,993,0,0.0,1950,1922,5
299,1,1957.0,1,6,1,1092,1092,1092,895,0.0,1957,1957,5
570,1,1994.0,0,7,1,1336,897,637,637,0.0,1950,1920,4
406,2,1996.0,1,6,2,1446,729,729,604,0.0,1997,1996,7
420,2,2003.0,1,7,2,1557,1557,1374,0,18.0,2004,2003,7
528,2,1957.0,1,5,1,1392,1392,1392,1302,180.0,1996,1957,5
418,2,1975.0,1,6,1,1389,1389,1389,1071,0.0,1975,1974,5
0,0,1980.0,1,6,1,996,996,996,290,0.0,1969,1940,5
396,2,1955.0,1,8,2,1674,1163,1163,0,0.0,1950,1918,6
590,2,1992.0,1,9,2,2295,1166,1095,728,0.0,2000,1992,7
216,1,1920.0,0,6,1,1647,841,806,0,0.0,1950,1915,6
656,3,2005.0,1,11,2,2504,1134,1122,0,245.0,2007,2005,9
532,2,2004.0,0,7,2,1535,1535,1517,2,168.0,2004,2004,7
612,2,1983.0,1,5,1,2132,1496,1496,1441,0.0,2009,1983,8
600,2,1979.0,2,4,1,943,943,943,943,0.0,1979,1979,5
576,2,1987.0,0,10,2,1728,1728,1728,231,108.0,1965,1965,5
288,1,1959.0,0,4,1,864,864,864,414,207.0,1959,1959,6
650,2,2009.0,0,6,2,1692,846,846,0,0.0,2009,2009,7
400,2,2000.0,1,8,2,1430,774,384,0,0.0,2000,2000,7
288,1,1971.0,0,5,1,1109,576,372,349,82.0,2005,1971,5
336,1,1947.0,0,6,1,1216,832,832,442,0.0,1950,1947,5
216,1,1928.0,1,6,2,1477,877,861,0,0.0,1950,1928,7
564,2,1966.0,2,6,1,1320,1320,1164,328,97.0,1966,1966,5
540,2,2007.0,0,5,2,1392,703,689,0,0.0,2007,2007,7
352,1,1954.0,0,7,2,1795,1050,1050,0,335.0,1954,1954,5
572,2,1960.0,2,7,1,1429,1429,1144,594,85.0,1987,1960,6
1390,3,2009.0,1,8,2,2042,2042,2042,0,306.0,2009,2008,8
0,0,1980.0,0,5,1,816,816,816,816,104.0,1990,1990,6
880,2,1988.0,1,9,3,2775,1521,1237,0,0.0,2000,1893,10
240,1,1935.0,0,6,1,1573,989,884,0,0.0,1995,1935,4
880,3,2005.0,2,7,2,2028,2028,1868,1460,208.0,2006,2005,8
275,1,1961.0,0,5,1,838,838,816,210,0.0,2000,1918,6
528,2,1996.0,0,4,1,860,860,840,672,0.0,1982,1982,5
452,1,1968.0,2,5,1,1473,1473,1437,1324,0.0,2003,1968,5
308,1,1988.0,0,4,1,935,779,742,0,0.0,1960,1930,5
520,2,2004.0,0,6,2,1582,770,770,490,0.0,2004,2004,7
842,3,2008.0,1,10,2,2296,1728,1722,1338,420.0,2008,2008,10
816,2,1985.0,0,4,1,816,816,816,816,0.0,2003,1982,5
420,2,2003.0,0,4,1,848,848,848,685,170.0,2003,2003,6
280,1,1981.0,0,5,1,924,924,924,0,0.0,1975,1975,5
758,3,2005.0,1,7,2,1826,1826,1814,1422,238.0,2006,2005,8
216,1,1930.0,0,7,1,1368,684,684,0,0.0,1993,1910,6
648,3,2006.0,1,7,0,1402,1402,1258,0,72.0,2007,2006,7
621,2,1977.0,1,7,2,1647,1647,1430,1283,459.0,1977,1977,5
452,2,1980.0,1,6,2,1556,716,716,81,0.0,1980,1980,6
736,2,2003.0,1,8,2,1904,1058,1058,546,280.0,2005,2005,8
544,1,1979.0,1,6,1,1375,780,780,0,0.0,1950,1937,6
506,2,1992.0,1,8,2,1915,927,908,789,0.0,1992,1992,8
480,2,2004.0,0,4,2,1200,600,600,0,0.0,2005,2004,7
530,2,2002.0,1,6,2,1494,1494,1494,922,99.0,2002,2002,7
486,2,1965.0,3,7,2,1986,1186,768,454,176.0,1990,1965,7
576,2,2000.0,0,6,1,1040,1040,1040,732,0.0,1996,1996,5
230,1,1948.0,0,8,3,2008,1112,896,603,0.0,2002,1948,5
380,2,1934.0,2,10,2,3194,1940,965,428,0.0,1998,1934,8
261,1,1961.0,0,5,1,1029,1029,1029,903,192.0,1961,1961,4
736,3,2000.0,2,8,2,2153,1476,1440,904,204.0,2000,2000,9
564,2,1978.0,1,6,2,1032,1032,1032,605,233.0,1978,1978,6
531,2,2001.0,1,7,2,1872,1299,1299,990,108.0,2001,2001,8
0,0,1980.0,0,6,1,1120,1120,1120,206,0.0,2007,2007,5
0,0,1980.0,0,3,1,630,630,630,150,0.0,1972,1972,4
480,2,1963.0,0,6,1,1054,1054,936,763,156.0,1963,1963,6
393,2,2002.0,1,7,2,1509,807,783,457,0.0,2003,2002,6
528,2,1962.0,0,4,1,832,832,832,0,0.0,1954,1954,6
774,3,2007.0,1,9,2,1828,1828,1822,48,452.0,2007,2007,9
749,3,2003.0,2,10,2,2262,1482,1482,871,226.0,2003,2003,8
0,0,1980.0,0,5,1,864,864,864,41,0.0,1950,1914,3
624,2,1974.0,1,9,2,2614,1548,1522,956,0.0,1997,1974,6
484,2,1986.0,0,6,1,980,980,980,560,153.0,1977,1977,5
440,2,2000.0,1,4,2,1512,756,756,420,513.0,2000,2000,6
484,2,1972.0,1,8,1,1790,1012,732,247,288.0,1972,1972,6
440,2,1962.0,0,5,1,1116,1116,1116,0,261.0,1962,1962,6
286,1,1960.0,1,6,1,1422,1422,978,0,0.0,1978,1960,5
364,1,1955.0,2,7,1,1520,1520,1156,674,164.0,1972,1955,6
504,2,1969.0,2,9,1,2080,1040,1040,650,192.0,1969,1969,5
520,2,1964.0,0,6,1,1350,1350,1248,624,259.0,1964,1964,6
240,1,1937.0,0,8,1,1750,1089,636,0,0.0,1991,1880,5
627,2,2006.0,1,6,2,1554,1554,1554,24,108.0,2006,2006,8
544,2,1977.0,1,6,2,1411,1411,1386,822,209.0,1977,1977,7
260,1,1954.0,0,6,1,1056,1056,1056,480,0.0,2005,1954,5
576,2,1980.0,0,4,0,1056,1056,1056,1056,0.0,1980,1980,6
0,0,1980.0,0,14,2,3395,1440,1440,256,0.0,1995,1914,6
0,0,1980.0,1,4,1,800,800,264,0,0.0,1950,1936,2
256,1,1954.0,0,7,2,1387,811,811,0,0.0,1954,1954,5
0,0,1980.0,0,4,1,796,796,796,0,0.0,1950,1910,5
648,3,2006.0,1,7,2,1567,1567,1520,1154,0.0,2006,2006,8
588,2,2003.0,1,6,1,1518,1518,1518,1218,472.0,2004,2003,8
650,2,2001.0,1,7,2,1929,1057,1057,738,0.0,2001,2001,7
538,2,1972.0,3,9,2,2704,2000,1952,1410,0.0,1995,1972,8
462,2,1969.0,0,7,2,1620,780,780,493,263.0,1969,1969,5
478,3,2009.0,1,7,2,1766,1766,1766,1121,162.0,2009,2009,9
576,2,1979.0,0,5,1,981,981,981,282,0.0,1971,1971,6
420,2,1950.0,0,7,1,1048,1048,0,0,0.0,1950,1950,5
495,2,1953.0,2,5,1,1094,1094,1094,500,216.0,1953,1953,6
442,2,1966.0,1,7,1,1839,1051,756,0,351.0,1966,1966,6
0,0,1980.0,0,3,1,630,630,630,131,0.0,1970,1970,4
562,2,2007.0,0,7,2,1665,822,813,0,0.0,2007,2007,7
296,1,1940.0,1,7,1,1510,755,755,0,0.0,1950,1940,4
512,2,1996.0,1,7,2,1716,909,880,0,0.0,1996,1996,7
216,1,1906.0,0,7,1,1469,756,756,0,0.0,1995,1906,6
839,3,1995.0,1,7,2,2113,2113,2109,1696,660.0,1995,1995,8
264,1,1971.0,0,6,1,1092,525,525,0,381.0,1971,1971,6
312,1,1959.0,0,5,1,1053,1053,1053,806,54.0,2006,1959,5
270,1,1931.0,1,6,1,1502,851,776,0,0.0,2000,1931,7
330,1,1948.0,1,6,1,1458,912,912,0,0.0,1950,1948,6
480,2,1968.0,0,7,1,1486,1486,1486,637,0.0,1999,1964,5
550,2,1976.0,1,7,2,1935,1142,793,0,233.0,1976,1976,7
711,3,1994.0,1,8,2,2448,1686,1629,1361,528.0,2005,1994,8
576,2,1968.0,2,5,1,1392,1392,1392,0,216.0,1968,1968,6
588,2,1974.0,0,6,2,1181,1181,1138,920,0.0,1972,1972,4
1134,3,2005.0,1,8,1,2097,2097,2077,1721,0.0,2006,2005,8
504,2,2000.0,1,7,2,1936,1454,1406,0,40.0,2000,2000,8
596,2,1965.0,1,7,2,2380,1465,1021,187,113.0,1979,1965,6
575,2,1994.0,1,7,2,1679,1679,1408,1138,258.0,1998,1994,6
576,2,1999.0,1,6,1,1437,1437,1188,988,0.0,1987,1956,5
252,1,1922.0,1,5,1,1180,1180,700,0,0.0,1950,1922,4
540,2,2005.0,0,7,2,1476,738,738,193,0.0,2005,2005,6
300,1,1930.0,0,6,2,1369,697,672,551,0.0,1950,1925,6
546,2,1977.0,1,6,1,1208,1208,1208,767,0.0,1977,1977,6
416,2,1957.0,2,7,2,1839,1839,1477,1186,106.0,2004,1957,6
384,1,1965.0,1,5,1,1136,1136,1136,892,0.0,1965,1965,6
440,2,1978.0,1,7,2,1441,855,855,311,0.0,1978,1978,6
779,3,1920.0,0,8,2,1774,1095,1095,0,0.0,1950,1900,4
240,1,1924.0,0,5,1,792,792,768,0,0.0,2006,1924,5
834,3,2008.0,1,7,2,2046,2046,2046,0,464.0,2008,2008,8
572,2,1963.0,0,5,1,988,988,988,827,57.0,1961,1961,5
264,1,1980.0,1,5,2,923,923,923,543,0.0,1980,1980,6
281,1,1968.0,0,6,1,1520,848,793,182,0.0,2000,1932,5
431,2,1996.0,1,6,1,1291,1291,1291,1003,0.0,1997,1996,6
702,3,2002.0,1,7,2,1668,1668,1626,1059,215.0,2002,2002,9
486,2,1998.0,0,7,2,1839,1195,1195,0,30.0,1998,1998,7
577,2,1984.0,1,6,2,2090,1190,1190,828,0.0,1984,1984,7
578,2,2007.0,0,7,3,1761,874,874,0,0.0,2007,2007,7
480,2,2004.0,0,4,2,1102,551,551,239,0.0,2004,2004,7
567,2,2007.0,1,7,2,1419,1419,1419,945,0.0,2007,2007,8
460,2,2005.0,1,6,2,1362,1362,1362,20,256.0,2006,2005,6
420,2,2004.0,1,3,1,848,848,848,697,147.0,2004,2004,6
832,3,1994.0,2,10,3,4316,2444,2444,1455,1170.0,1995,1994,10
628,2,1989.0,2,9,2,2519,1238,1210,965,293.0,1990,1989,7
326,1,1968.0,0,4,1,1073,1073,1073,0,0.0,1968,1921,5
576,2,1995.0,0,5,1,1539,1067,927,0,0.0,1950,1936,5
551,2,1987.0,1,5,2,1137,1137,1112,980,72.0,1987,1987,6
205,1,1921.0,0,4,1,616,616,616,616,0.0,1950,1921,5
308,1,1952.0,0,6,1,1148,1148,980,210,0.0,1952,1952,5
336,1,1973.0,1,5,1,894,894,894,553,0.0,2009,1965,5
530,2,2004.0,0,5,2,1391,1391,1391,16,0.0,2004,2004,7
765,3,2002.0,1,7,2,1800,1800,1800,1274,630.0,2002,2002,8
528,2,1969.0,0,6,1,1164,1164,1164,0,168.0,1969,1969,7
666,3,2006.0,1,10,2,2576,1264,1234,0,466.0,2006,2006,8
672,2,1999.0,1,8,2,1812,1032,360,0,0.0,1996,1900,5
606,2,2004.0,0,7,2,1484,1484,1473,712,109.0,2005,2004,7
0,0,1980.0,0,7,2,1092,372,0,0,0.0,1950,1930,4
739,2,1971.0,2,5,2,1824,1824,1643,1219,351.0,2002,1971,7
550,2,2006.0,1,6,2,1324,1324,1324,863,176.0,2006,2006,8
400,2,2007.0,1,8,2,1456,728,728,0,0.0,2007,2007,7
408,1,1966.0,0,6,1,904,904,876,0,41.0,1966,1966,5
0,0,1980.0,0,5,1,729,729,270,0,0.0,2003,1935,3
384,1,1964.0,0,7,1,1178,859,859,0,0.0,1950,1900,4
472,2,1988.0,1,5,2,1228,1228,1228,767,0.0,1989,1988,8
576,2,1970.0,0,6,1,960,960,960,789,160.0,1970,1970,4
475,2,1976.0,0,6,2,1479,725,725,533,289.0,2005,1976,6
478,2,1974.0,1,7,2,1350,1350,1064,0,174.0,1974,1974,6
704,2,1996.0,0,8,1,2554,1576,718,0,0.0,1998,1890,7
439,2,1973.0,1,5,1,1178,1178,1176,1084,0.0,2000,1973,5
983,3,1993.0,1,9,2,2418,1325,1311,1173,651.0,1994,1993,7
300,1,1969.0,1,5,1,971,971,971,523,0.0,1969,1969,5
564,2,1985.0,1,5,2,1742,1742,1742,1148,0.0,1985,1985,8
420,2,2004.0,0,3,1,848,848,848,662,169.0,2004,2004,6
463,2,1994.0,0,5,1,864,864,864,191,0.0,1970,1970,4
548,1,1958.0,0,7,2,1470,997,941,0,0.0,1972,1954,4
768,3,2007.0,1,8,2,1698,1698,1698,1234,340.0,2008,2007,9
660,2,1989.0,0,5,1,864,864,864,375,0.0,1970,1970,4
540,2,1988.0,1,5,2,1680,1680,880,808,260.0,2007,1988,6
632,2,2007.0,0,6,2,1232,1232,1232,724,82.0,2007,2007,7
888,3,1968.0,0,9,2,1776,1776,1584,0,95.0,1958,1958,5
539,2,1962.0,0,5,1,1208,848,780,152,0.0,1950,1925,4
608,2,1995.0,1,5,2,1616,1616,1595,1180,0.0,1996,1995,8
438,2,2003.0,1,6,2,1146,1146,868,786,442.0,2003,2003,7
541,2,1998.0,1,8,2,2031,1153,1153,252,202.0,1999,1998,7
264,1,1961.0,1,6,1,1144,1144,864,594,0.0,1983,1961,5
300,1,1968.0,0,6,1,948,948,948,0,0.0,1968,1968,5
320,2,1914.0,2,6,1,1768,880,880,390,0.0,1970,1914,7
400,2,1949.0,0,6,2,1040,1040,0,0,0.0,1950,1950,3
800,3,2005.0,1,8,2,1801,901,893,0,0.0,2005,2005,8
0,0,1980.0,0,5,3,1200,1200,1200,1200,0.0,1988,1987,5
572,2,2004.0,0,7,2,1728,864,864,0,0.0,2004,2004,7
360,2,1910.0,0,7,2,1432,768,264,0,0.0,2002,1910,5
288,1,1962.0,0,5,1,912,912,912,832,0.0,1996,1961,6
539,2,2000.0,0,6,2,1349,1349,1349,0,108.0,2001,2000,7
480,2,1997.0,1,6,2,1464,1464,520,444,0.0,1999,1963,5
462,2,1993.0,1,5,2,1337,1337,1337,733,0.0,1993,1993,8
831,2,1994.0,2,11,3,2715,1175,1142,575,289.0,1996,1976,8
