Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
309,30,4,69.0,12342,2,0,1,4,1,5,1,8,3,3,1,3,4,5,1940,1950,2,2,13,14,3,0.0,4,5,2,4,4,4,2,262,6,0,599,861,2,1,2,5,861,0,0,861,0,0,1,0,1,1,4,4,7,0,0,6,1961.0,3,2,539,5,5,3,158,0,0,0,0,0,0,0,0,0,3,2009,9,5,82500
310,20,4,90.0,12378,2,0,1,4,1,5,1,17,3,3,1,3,9,5,2003,2004,2,2,13,14,3,0.0,3,5,3,1,4,2,3,1274,6,0,622,1896,2,1,2,5,1944,0,0,1944,1,0,2,0,3,1,1,8,7,3,1,2,2003.0,1,3,708,5,5,3,208,175,0,0,0,0,0,0,0,0,11,2006,9,5,360000
311,60,4,69.0,7685,2,0,1,4,1,5,1,9,3,3,1,6,6,5,1993,1994,2,2,7,7,2,112.0,4,5,3,3,4,4,1,518,6,0,179,697,2,3,2,5,697,804,0,1501,0,0,2,1,3,1,3,6,7,1,5,2,1993.0,1,2,420,5,5,3,190,63,0,0,0,0,0,0,0,0,5,2006,9,5,165600
312,20,4,50.0,8000,2,0,4,4,1,5,1,13,3,3,1,3,6,6,1948,2002,2,2,13,14,3,0.0,4,3,2,4,4,4,1,680,6,0,292,972,2,1,2,5,972,0,0,972,1,0,1,0,2,1,4,5,7,1,3,6,1948.0,3,1,240,5,5,3,0,0,0,0,0,0,0,0,0,0,5,2009,9,5,132000
313,190,5,65.0,7800,2,0,4,4,1,5,1,18,1,3,2,1,5,7,1939,1950,2,2,9,9,3,0.0,4,5,2,3,4,3,5,507,6,0,286,793,2,5,2,5,793,325,0,1118,1,0,1,0,3,1,4,5,7,1,3,6,1939.0,3,2,410,5,5,3,0,0,0,0,271,0,0,3,0,0,5,2006,9,5,119900
314,20,4,150.0,215245,2,0,3,3,1,5,3,24,3,3,1,3,7,5,1965,1965,4,2,4,4,3,0.0,4,5,2,3,4,2,1,1236,5,820,80,2136,3,5,2,5,2036,0,0,2036,2,0,2,0,3,1,4,8,7,2,3,2,1965.0,2,2,513,5,5,3,0,0,0,0,0,0,0,0,0,0,6,2009,9,5,375000
315,70,5,60.0,9600,2,1,4,4,1,5,1,18,3,3,1,6,7,7,1925,1990,2,2,14,15,3,0.0,4,5,1,4,2,4,4,16,6,0,712,728,2,1,2,5,832,809,0,1641,0,1,1,1,3,1,1,6,7,1,3,6,1925.0,3,2,546,2,5,3,0,0,234,0,0,0,0,0,0,0,8,2006,9,5,178000
316,60,4,71.0,7795,2,0,1,4,1,5,1,9,3,3,1,6,7,5,2004,2005,2,2,13,14,3,0.0,3,5,3,3,4,4,3,425,6,0,291,716,2,1,2,5,716,716,0,1432,1,0,2,1,3,1,3,6,7,1,3,2,2004.0,1,2,432,5,5,3,100,51,0,0,0,0,0,0,0,0,7,2009,9,5,188500
317,60,4,94.0,13005,2,0,1,4,1,1,1,15,3,3,1,6,7,7,1980,1980,2,2,6,6,2,278.0,3,5,2,3,4,4,3,692,6,0,153,845,2,5,2,5,1153,1200,0,2353,1,0,2,1,4,1,1,10,7,1,5,2,1983.0,2,2,484,5,5,3,288,195,0,0,0,0,0,1,0,0,8,2009,9,5,260000
318,60,2,75.0,9000,2,0,4,4,1,5,1,22,3,3,1,6,8,5,2006,2006,2,2,13,14,3,0.0,3,5,3,3,4,1,6,0,6,0,1088,1088,2,1,2,5,1088,871,0,1959,0,0,2,1,3,1,3,8,7,1,3,2,2006.0,2,3,1025,5,5,3,208,46,0,0,0,0,0,0,0,0,12,2007,9,5,270000
319,60,4,90.0,9900,2,0,4,3,1,5,2,16,3,3,1,6,7,5,1993,1993,2,2,7,7,2,256.0,3,5,3,3,4,2,3,987,6,0,360,1347,2,1,2,5,1372,1274,0,2646,1,0,2,1,4,1,3,9,7,1,5,2,1993.0,2,3,656,5,5,3,340,60,144,0,0,0,0,0,0,0,4,2009,9,5,260000
320,80,4,69.0,14115,2,0,4,4,1,5,1,15,3,3,1,8,7,5,1980,1980,2,2,10,11,2,225.0,4,5,2,3,4,1,3,1036,6,0,336,1372,2,5,2,5,1472,0,0,1472,1,0,2,0,3,1,4,6,7,2,5,2,1980.0,3,2,588,5,5,3,233,48,0,0,0,0,0,0,0,0,6,2009,9,5,187500
321,60,4,111.0,16259,2,0,4,4,1,1,1,17,3,3,1,6,9,5,2006,2006,2,2,13,14,4,370.0,4,5,3,1,2,1,6,0,6,0,1249,1249,2,1,2,5,1249,1347,0,2596,0,0,3,1,4,1,3,9,7,0,0,2,2006.0,2,3,840,5,5,3,240,154,0,0,0,0,0,0,0,0,9,2006,7,6,342643
322,60,4,99.0,12099,2,0,1,4,1,5,1,17,3,3,1,6,8,5,2004,2004,2,2,13,14,2,388.0,3,5,3,1,4,1,3,970,6,0,166,1136,2,1,2,5,1136,1332,0,2468,1,0,2,1,4,1,3,10,7,1,3,4,2004.0,1,3,872,5,5,3,184,154,0,0,0,0,0,0,0,0,6,2007,9,5,354000
323,60,4,86.0,10380,2,0,1,4,1,5,1,21,3,3,1,6,7,5,1986,1987,2,2,10,11,2,172.0,3,5,2,4,4,2,4,28,1,1474,0,1502,2,1,2,5,1553,1177,0,2730,1,0,2,1,4,1,3,8,7,1,5,2,1987.0,1,2,576,5,5,3,201,96,0,0,0,0,0,3,0,0,8,2007,9,5,301000
324,20,5,49.0,5820,2,0,4,4,1,5,1,18,3,3,1,3,3,8,1955,2005,2,2,13,14,3,0.0,4,3,2,4,4,4,1,256,6,0,906,1162,2,1,2,5,1163,0,0,1163,1,0,1,0,3,1,4,6,7,0,0,2,1955.0,3,1,220,2,5,3,142,98,0,0,0,0,0,0,0,0,7,2006,9,5,126175
325,80,4,96.0,11275,2,0,4,4,1,1,1,13,5,3,1,8,7,7,1967,2007,5,7,14,15,2,300.0,3,3,2,3,4,4,6,0,6,0,710,710,2,1,2,5,1898,1080,0,2978,0,0,2,1,5,1,3,11,7,1,3,4,1961.0,1,2,564,5,5,3,240,0,0,0,0,0,0,0,0,0,6,2010,9,5,242000
326,45,5,50.0,5000,2,0,4,4,1,5,1,10,6,3,1,2,5,6,1941,1950,2,2,9,9,3,0.0,4,5,2,4,4,1,2,116,6,0,604,720,2,4,1,2,803,0,0,803,0,0,1,0,2,1,4,5,7,0,0,6,1941.0,3,2,360,5,5,3,0,0,244,0,0,0,0,0,0,0,12,2007,9,5,87000
327,120,4,32.0,10846,2,0,1,4,1,2,1,25,3,3,5,3,8,5,1993,1993,2,2,4,4,3,0.0,3,5,3,3,4,2,3,1619,6,0,100,1719,2,1,2,5,1719,0,0,1719,2,0,1,1,1,1,3,6,7,2,3,2,1993.0,1,2,473,5,5,3,122,30,0,0,0,0,0,0,0,0,5,2008,3,5,324000
328,20,4,80.0,11600,2,0,4,4,1,5,1,13,3,3,1,3,6,5,1960,1960,4,2,14,15,2,175.0,4,5,2,4,4,4,5,565,6,0,818,1383,2,5,2,5,1383,0,0,1383,0,0,1,1,3,1,4,7,7,0,0,2,1960.0,2,1,292,5,5,3,0,45,0,0,0,0,0,0,0,0,4,2006,9,5,145250
329,75,4,69.0,11888,2,2,1,1,1,5,1,4,5,3,1,5,6,6,1916,1994,2,2,14,16,3,0.0,4,5,1,4,4,4,6,0,6,0,844,844,2,3,1,1,1445,689,0,2134,0,0,2,0,5,1,3,10,7,0,0,6,1930.0,3,2,441,5,5,3,0,60,268,0,0,0,0,0,0,0,7,2009,9,5,214500
330,70,5,60.0,6402,2,0,4,4,1,1,1,10,3,3,1,6,5,5,1920,1950,2,2,14,16,3,0.0,4,5,3,4,4,3,6,0,6,0,596,596,2,5,1,5,596,596,0,1192,0,0,1,0,3,1,4,6,7,0,0,6,1920.0,3,1,189,2,2,1,0,0,137,0,0,0,0,2,0,0,7,2009,9,5,78000
331,90,4,69.0,10624,2,0,1,4,1,5,1,13,3,3,3,3,5,4,1964,1964,2,2,7,7,2,84.0,4,5,2,4,4,4,3,40,5,264,1424,1728,2,5,2,5,1728,0,0,1728,0,1,2,0,6,2,4,10,7,0,0,6,2002.0,3,1,352,5,5,3,155,0,0,0,0,0,0,0,0,0,11,2007,9,5,119000
332,20,4,70.0,8176,2,0,4,4,1,5,1,13,3,3,1,3,5,6,1958,1992,2,2,14,15,3,0.0,4,5,2,4,4,4,5,846,6,0,210,1056,2,2,2,5,1056,0,0,1056,1,0,1,0,3,1,4,6,7,0,0,2,1958.0,2,1,308,5,5,3,0,0,0,0,0,0,0,0,0,0,8,2007,9,5,139000
333,20,4,85.0,10655,2,0,1,4,1,5,1,17,3,3,1,3,8,5,2003,2004,2,2,13,14,2,296.0,3,5,3,3,4,4,3,1124,0,479,1603,3206,2,1,2,5,1629,0,0,1629,1,0,2,0,3,1,3,7,7,1,3,2,2003.0,2,3,880,5,5,3,0,0,0,0,0,0,0,0,0,0,10,2009,9,5,284000
334,120,5,59.0,8198,2,0,4,4,1,4,1,17,3,3,5,3,7,5,2004,2004,2,2,13,14,4,146.0,3,5,3,3,4,1,3,720,6,0,638,1358,2,1,2,5,1358,0,0,1358,1,0,2,0,2,1,3,6,7,1,3,2,2004.0,2,2,484,5,5,3,192,30,0,0,0,0,0,0,0,0,7,2008,9,5,207000
335,60,4,59.0,9042,2,0,1,4,1,5,1,9,3,3,1,6,6,5,1998,1998,2,2,13,14,3,0.0,4,5,3,3,4,2,3,828,6,0,115,943,2,3,2,5,943,695,0,1638,1,0,2,1,3,1,4,7,7,2,5,2,1998.0,1,2,472,5,5,3,100,38,0,0,0,0,0,0,0,0,7,2008,9,5,192000
336,190,4,69.0,164660,1,0,1,2,1,1,3,24,3,3,2,1,5,6,1965,1965,2,2,10,11,3,0.0,4,5,2,4,4,2,1,1249,2,147,103,1499,2,1,2,5,1619,167,0,1786,2,0,2,0,3,1,4,7,7,2,3,2,1965.0,1,2,529,5,5,3,670,0,0,0,0,0,0,0,3,700,8,2008,9,5,228950
337,20,4,86.0,14157,2,0,1,2,1,1,1,23,3,3,1,3,9,5,2005,2006,4,2,13,14,4,200.0,3,5,3,1,4,2,3,1249,6,0,673,1922,2,1,2,5,1922,0,0,1922,1,0,2,0,3,1,3,8,7,1,3,2,2005.0,1,3,676,5,5,3,178,51,0,0,0,0,0,0,0,0,7,2007,9,5,377426
338,20,4,70.0,9135,2,0,4,4,1,5,1,6,3,3,1,3,7,5,2002,2003,2,2,13,14,2,113.0,3,5,3,3,4,1,3,810,6,0,726,1536,2,1,2,5,1536,0,0,1536,1,0,2,0,3,1,3,7,7,0,0,2,2002.0,2,2,532,5,5,3,192,74,0,0,0,0,0,0,0,0,12,2008,9,5,214000
339,20,4,91.0,14145,2,0,4,4,1,1,1,15,3,3,1,3,7,7,1984,1998,2,2,14,15,3,0.0,3,5,2,3,4,3,1,213,6,0,995,1208,2,1,2,5,1621,0,0,1621,1,0,2,0,3,1,3,8,7,0,0,2,1984.0,2,2,440,5,5,3,108,45,0,0,0,0,0,0,3,400,5,2006,9,5,202500
340,20,4,66.0,12400,2,0,1,4,1,5,1,13,2,3,1,3,6,7,1958,1998,4,2,14,15,2,176.0,4,5,2,4,1,4,5,585,6,0,630,1215,2,5,2,1,1215,0,0,1215,0,0,1,0,3,1,4,6,7,0,0,2,1958.0,3,1,297,5,5,3,0,0,0,0,234,0,0,0,0,0,6,2009,9,5,155000
341,60,4,85.0,14191,2,0,4,4,1,5,1,24,3,3,1,6,8,5,2002,2002,2,2,13,14,3,0.0,3,5,3,3,4,4,6,0,6,0,967,967,2,1,2,5,993,915,0,1908,0,0,2,1,4,1,3,9,7,0,0,2,2002.0,1,2,431,5,5,3,135,0,0,0,0,0,0,0,0,0,4,2010,9,5,202900
342,20,3,60.0,8400,2,0,4,4,1,5,1,21,2,3,1,3,4,4,1950,1950,2,2,14,1,3,0.0,2,2,2,4,1,4,6,0,6,0,721,721,2,3,2,5,841,0,0,841,0,0,1,0,2,1,4,4,7,0,0,5,1950.0,3,1,294,5,5,1,250,0,24,0,0,0,0,0,0,0,9,2009,9,5,82000
343,90,4,69.0,8544,2,0,4,4,1,5,1,13,3,3,3,3,3,4,1949,1950,2,2,12,13,2,340.0,4,5,4,0,0,0,0,0,0,0,0,0,6,2,1,1,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,0,6,1949.0,3,2,400,5,5,3,0,0,0,0,0,0,0,0,0,0,5,2006,9,5,87500
344,120,4,63.0,8849,2,0,1,4,1,5,1,17,3,3,5,3,9,5,2005,2005,4,2,9,9,2,616.0,1,5,3,1,4,4,3,28,6,0,1656,1684,2,1,2,5,1684,0,0,1684,0,0,2,0,2,1,1,6,7,1,1,2,2005.0,2,2,564,5,5,3,495,72,0,0,0,0,0,0,0,0,7,2008,9,5,266000
345,160,5,36.0,2592,2,0,4,4,1,5,1,11,3,3,5,6,5,3,1976,1976,2,2,6,6,3,0.0,4,5,2,3,4,4,5,129,2,232,175,536,2,5,2,5,536,576,0,1112,0,0,1,1,3,1,4,4,7,0,0,2,1976.0,3,1,336,5,5,3,182,0,0,0,0,0,0,0,0,0,4,2010,9,5,85000
346,50,4,65.0,6435,2,0,4,4,1,5,1,4,7,3,1,1,6,5,1939,1950,2,2,9,9,3,0.0,4,5,1,4,4,4,6,0,6,0,972,972,2,3,2,5,972,605,0,1577,0,0,1,0,3,1,2,6,7,1,3,6,1939.0,3,1,312,5,5,3,0,0,0,0,0,0,0,0,0,0,10,2006,9,5,140200
347,20,4,69.0,12772,2,0,1,4,1,2,1,13,3,3,1,3,6,8,1960,1998,4,2,9,9,3,0.0,4,3,2,4,4,3,2,498,6,0,460,958,2,5,2,5,958,0,0,958,0,0,1,0,2,1,4,5,7,0,0,2,1960.0,2,1,301,5,5,3,0,0,0,0,0,0,0,0,1,15500,4,2007,9,5,151500
348,20,4,69.0,17600,2,0,1,4,1,5,1,13,3,3,1,3,6,5,1960,1960,2,2,14,15,2,30.0,4,5,2,4,4,4,2,1270,6,0,208,1478,2,1,2,1,1478,0,0,1478,1,0,2,0,3,1,4,6,7,2,3,2,1960.0,3,2,498,5,5,3,0,40,0,0,0,0,0,0,0,0,12,2009,9,5,157500
349,160,4,36.0,2448,2,0,4,4,1,5,1,17,3,3,4,6,7,5,2003,2004,2,2,13,16,4,106.0,3,5,3,3,4,4,3,573,6,0,191,764,2,1,2,5,764,862,0,1626,1,0,2,1,2,1,3,6,7,0,0,4,2003.0,2,2,474,5,5,3,0,27,0,0,0,0,0,0,0,0,10,2008,9,5,154000
350,60,4,56.0,20431,2,0,2,4,1,5,1,17,3,3,1,6,9,5,2005,2006,4,2,6,6,2,870.0,1,5,3,1,4,4,3,1410,6,0,438,1848,2,1,2,5,1848,880,0,2728,1,0,2,1,4,1,1,10,7,2,1,2,2006.0,1,3,706,5,5,3,0,0,0,0,0,0,0,0,0,0,4,2006,7,6,437154
351,120,4,68.0,7820,2,0,1,4,1,5,1,17,3,3,5,3,9,5,2007,2007,4,2,9,9,2,362.0,1,5,3,1,4,4,6,0,6,0,1869,1869,2,1,2,5,1869,0,0,1869,0,0,2,0,2,1,1,6,7,1,3,2,2007.0,2,2,617,5,5,3,210,54,0,0,0,0,0,0,0,0,12,2007,7,6,318061
352,120,4,69.0,5271,2,0,1,3,1,5,2,5,3,3,1,3,7,5,1986,1986,2,2,14,15,3,0.0,4,5,3,3,4,2,3,1082,6,0,371,1453,2,3,2,5,1453,0,0,1453,1,0,1,1,2,1,3,6,7,1,5,2,1986.0,2,2,445,5,5,3,0,80,0,0,184,0,0,0,0,0,12,2006,9,1,190000
353,50,4,60.0,9084,2,0,4,4,1,5,1,8,1,3,1,1,5,6,1941,1950,2,2,13,14,3,0.0,4,5,2,4,1,3,4,236,5,380,0,616,2,5,1,5,616,495,0,1111,0,1,1,0,3,1,4,5,7,0,0,6,1941.0,3,1,200,5,2,3,48,0,0,0,0,0,0,0,0,0,3,2008,6,5,95000
354,30,5,60.0,8520,2,0,4,4,1,5,1,18,3,3,1,3,6,8,1928,2003,2,2,13,14,3,0.0,4,3,1,4,4,4,6,0,6,0,624,624,2,3,2,5,720,0,0,720,0,0,1,0,2,1,4,5,7,0,0,6,2005.0,3,2,484,5,5,3,106,0,0,0,0,0,0,0,0,0,5,2010,9,5,105900
355,50,4,60.0,8400,2,0,4,1,1,5,1,19,3,3,1,1,6,5,1940,2000,2,2,14,9,3,0.0,4,5,2,4,4,4,4,388,6,0,552,940,2,1,2,5,1192,403,0,1595,0,0,1,0,2,1,4,6,7,2,3,2,1940.0,3,1,240,5,5,3,0,0,108,0,0,0,0,0,0,0,6,2006,9,5,140000
356,20,4,105.0,11249,2,0,2,4,1,5,1,6,3,3,1,3,6,5,1995,1995,2,2,13,14,3,0.0,3,3,3,3,2,4,1,334,2,544,322,1200,2,1,2,5,1200,0,0,1200,1,0,2,0,3,1,3,6,7,0,0,2,1995.0,2,2,521,5,5,3,0,26,0,0,0,0,0,0,0,0,8,2007,9,5,177500
357,20,4,69.0,9248,2,0,1,4,1,5,1,9,3,3,1,3,6,6,1992,1992,2,2,7,7,2,106.0,4,5,3,3,4,4,3,560,6,0,598,1158,2,3,2,5,1167,0,0,1167,1,0,2,0,3,1,3,6,7,0,0,2,1992.0,2,2,400,5,5,3,120,26,0,0,0,0,0,0,0,0,7,2009,9,5,173000
358,120,5,44.0,4224,2,0,4,4,1,5,1,11,3,3,5,3,5,5,1976,1976,2,2,6,6,3,0.0,4,5,3,3,4,4,1,874,6,0,268,1142,2,5,2,5,1142,0,0,1142,1,0,1,1,3,1,4,6,7,1,4,2,1976.0,1,2,528,5,5,3,536,90,0,0,0,0,0,3,0,0,8,2007,9,5,134000
359,80,4,92.0,6930,2,0,1,4,1,5,1,5,3,3,1,8,5,4,1958,1958,4,2,14,8,2,120.0,4,5,2,4,4,1,2,300,5,294,468,1062,2,1,2,2,1352,0,0,1352,0,1,1,0,3,1,3,6,4,0,0,4,1958.0,3,1,288,5,5,3,168,0,294,0,0,0,0,0,0,0,7,2006,9,1,130000
360,60,4,78.0,12011,2,0,1,4,1,2,1,16,3,3,1,6,8,5,1998,1998,2,2,13,14,2,530.0,3,5,3,3,4,1,3,956,6,0,130,1086,2,1,2,5,1086,838,0,1924,1,0,2,1,3,1,3,7,7,1,5,2,1998.0,2,2,592,5,5,3,208,75,0,0,374,0,0,0,0,0,6,2006,9,5,280000
361,85,4,69.0,7540,2,0,1,4,1,2,1,12,3,3,1,7,6,6,1978,1978,2,2,13,14,3,0.0,4,5,2,3,4,1,3,773,6,0,115,888,2,1,2,5,912,0,0,912,1,0,1,0,2,1,4,5,7,1,5,2,1978.0,2,2,470,5,5,3,0,0,0,0,192,0,0,3,0,0,6,2007,9,5,156000
362,50,4,69.0,9144,2,2,4,4,1,5,1,4,3,3,1,1,5,5,1940,1982,2,2,9,9,3,0.0,4,5,2,4,4,4,5,399,6,0,484,883,2,3,2,5,988,517,0,1505,1,0,1,0,3,1,4,8,7,0,0,6,1940.0,3,1,240,5,5,1,0,0,0,0,0,0,0,0,0,0,7,2008,9,5,145000
363,85,4,64.0,7301,2,0,4,4,1,1,1,8,3,3,1,7,7,5,2003,2003,2,2,7,7,2,500.0,3,5,4,0,0,0,0,0,0,0,0,0,2,1,2,5,495,1427,0,1922,0,0,3,0,4,1,3,7,7,1,1,4,2003.0,2,2,672,5,5,3,0,0,177,0,0,0,0,0,0,0,7,2009,4,5,198500
364,160,5,21.0,1680,2,0,4,4,1,5,1,3,3,3,4,6,6,8,1972,2007,2,2,7,7,2,510.0,4,5,2,4,4,4,1,162,6,0,321,483,2,3,2,5,483,504,0,987,0,0,1,1,2,1,3,5,7,0,0,6,1972.0,3,1,264,5,5,3,250,0,0,0,0,0,0,0,0,0,5,2009,9,5,118000
365,60,4,69.0,18800,2,0,1,4,1,3,1,15,3,3,1,6,6,5,1976,1976,2,2,7,7,2,120.0,4,5,3,3,4,3,3,712,6,0,84,796,2,5,2,5,790,784,0,1574,1,0,2,1,3,1,4,6,7,1,5,2,1976.0,1,2,566,5,5,3,306,111,0,0,0,0,0,0,0,0,7,2006,9,5,190000
366,70,5,59.0,10690,2,0,4,4,1,5,1,10,3,3,1,6,5,7,1920,1997,4,2,13,14,3,0.0,4,3,2,4,1,4,5,456,6,0,216,672,2,3,2,1,672,672,0,1344,0,0,1,0,3,1,4,6,7,0,0,6,1964.0,3,1,468,5,2,3,0,128,218,0,0,0,0,0,0,0,7,2009,9,5,147000
367,20,4,69.0,9500,2,0,1,4,1,5,1,13,3,3,1,3,6,5,1963,1963,2,2,10,11,2,247.0,4,5,2,3,4,4,2,609,6,0,785,1394,2,3,2,5,1394,0,0,1394,1,0,1,1,3,1,4,6,7,2,3,2,1963.0,2,2,514,5,5,3,0,76,0,0,185,0,0,0,0,0,7,2009,9,5,159000
368,80,4,101.0,9150,2,0,1,4,1,1,1,13,3,3,1,8,6,5,1962,1962,2,6,10,11,2,305.0,4,5,2,3,4,2,3,371,6,0,728,1099,2,3,2,5,1431,0,0,1431,0,1,1,0,3,1,4,6,7,1,3,3,1962.0,2,1,296,5,5,3,64,110,0,0,0,0,0,0,0,0,12,2008,9,5,165000
369,20,4,78.0,7800,2,0,4,4,1,5,1,13,3,3,1,3,5,6,1954,1954,2,2,7,7,2,200.0,4,5,3,4,4,4,4,540,6,0,728,1268,2,3,2,5,1268,0,0,1268,0,0,1,0,2,1,4,7,7,1,3,2,1954.0,1,1,244,5,5,3,0,98,0,0,0,0,0,0,0,0,3,2010,9,5,132000
370,20,4,69.0,9830,2,0,1,4,1,1,1,13,3,3,1,3,5,7,1959,2006,2,2,14,15,3,0.0,4,3,2,4,4,4,1,72,5,258,733,1063,2,1,2,5,1287,0,0,1287,1,0,1,0,3,1,3,7,7,1,3,6,1997.0,1,2,576,5,5,3,364,17,0,0,182,0,0,0,0,0,3,2010,9,5,162000
371,60,4,69.0,8121,2,0,1,4,1,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,3,0.0,4,5,3,3,4,4,6,0,6,0,953,953,2,1,2,5,953,711,0,1664,0,0,2,1,3,1,4,7,7,1,5,2,2000.0,2,2,460,5,5,3,100,40,0,0,0,0,0,0,0,0,1,2006,9,5,172400
372,50,4,80.0,17120,2,0,4,4,1,5,1,5,2,3,1,1,4,4,1959,1959,2,2,15,11,3,0.0,4,5,2,0,0,0,0,0,0,0,0,0,2,5,2,5,1120,468,0,1588,0,0,2,0,4,1,4,7,4,1,3,6,1991.0,1,2,680,5,5,1,0,59,0,0,0,0,0,0,0,0,7,2008,9,5,134432
373,120,4,50.0,7175,2,0,4,4,1,5,1,21,3,3,5,3,6,5,1984,1984,2,2,10,11,3,0.0,4,5,2,3,4,4,1,623,4,121,0,744,2,5,2,5,752,0,0,752,1,0,1,0,2,1,4,4,7,0,0,2,1984.0,3,1,264,5,5,3,353,0,0,0,90,0,0,3,0,0,2,2010,9,5,125000
374,20,4,79.0,10634,2,0,4,4,1,5,1,13,3,3,1,3,5,6,1953,1953,2,2,9,9,3,0.0,4,5,3,4,4,4,2,428,4,180,0,608,2,5,2,5,1319,0,0,1319,1,0,1,0,3,1,4,5,4,0,0,2,1953.0,3,1,270,5,5,3,66,0,0,0,0,0,0,2,0,0,11,2009,9,5,123000
375,60,4,65.0,8200,2,0,4,4,1,5,1,6,3,3,1,6,7,5,2003,2004,2,2,13,14,3,0.0,3,5,3,3,4,4,6,0,6,0,847,847,2,1,2,5,847,1081,0,1928,0,0,2,1,4,1,3,8,7,1,3,4,2003.0,1,2,434,5,5,3,100,48,0,0,0,0,0,0,0,0,7,2007,9,5,219500
376,30,4,69.0,10020,2,0,1,3,1,5,3,8,3,3,1,3,1,1,1922,1950,2,2,14,15,3,0.0,2,2,1,2,3,2,2,350,6,0,333,683,2,3,1,1,904,0,0,904,1,0,0,1,1,1,2,4,1,0,0,0,1980.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2009,9,5,61000
377,85,4,57.0,8846,2,0,1,4,1,2,1,6,3,3,1,7,5,5,1996,1996,2,2,13,14,3,0.0,3,5,3,3,4,1,3,298,6,0,572,870,2,1,2,5,914,0,0,914,0,0,1,0,2,1,4,5,7,0,0,6,1998.0,3,2,576,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2006,9,5,148000
378,60,2,102.0,11143,2,0,1,4,1,1,1,22,3,3,1,6,8,5,2004,2005,2,2,6,6,3,0.0,3,5,3,3,4,4,6,0,6,0,1580,1580,2,1,2,5,1580,886,0,2466,0,0,3,0,4,1,3,8,7,1,3,2,2004.0,2,2,610,5,5,3,159,214,0,0,0,0,0,0,0,0,12,2007,9,5,340000
379,20,4,88.0,11394,2,0,4,4,1,1,1,23,3,3,1,3,9,2,2010,2010,4,2,13,14,4,350.0,3,5,3,1,4,1,3,1445,6,0,411,1856,2,1,2,5,1856,0,0,1856,1,0,1,1,1,1,1,8,7,1,1,2,2010.0,1,3,834,5,5,3,113,0,0,0,0,0,0,0,0,0,6,2010,7,6,394432
380,60,4,60.0,8123,2,0,1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,2,16.0,4,5,3,3,4,4,6,0,6,0,982,982,2,1,2,5,1007,793,0,1800,0,0,2,1,3,1,4,7,7,1,5,2,2000.0,1,2,463,5,5,3,100,63,0,0,0,0,0,0,0,0,6,2009,9,5,179000
381,50,4,50.0,5000,2,2,4,4,1,5,1,19,3,3,1,1,5,6,1924,1950,2,2,4,15,3,0.0,4,5,1,4,4,4,4,218,6,0,808,1026,2,5,2,5,1026,665,0,1691,0,0,2,0,3,1,3,6,7,1,3,6,1924.0,3,1,308,5,5,3,0,0,242,0,0,0,0,0,0,0,5,2010,9,5,127000
382,20,2,60.0,7200,2,2,4,4,1,5,1,22,3,3,1,3,7,5,2006,2006,2,2,13,14,3,0.0,3,5,3,3,2,4,6,0,6,0,1293,1293,2,1,2,5,1301,0,0,1301,1,0,2,0,2,1,3,5,7,1,3,2,2006.0,2,2,572,5,5,3,216,121,0,0,0,0,0,0,0,0,8,2006,7,6,187750
383,60,4,79.0,9245,2,0,1,4,1,5,1,6,3,3,1,6,7,5,2006,2006,2,2,13,14,3,0.0,3,5,3,3,4,1,6,0,6,0,939,939,2,1,2,5,939,858,0,1797,0,0,2,1,3,1,3,8,7,0,0,2,2006.0,2,2,639,5,5,3,144,53,0,0,0,0,0,0,0,0,4,2007,9,5,213500
384,45,3,60.0,9000,2,0,4,4,1,1,1,21,3,3,1,2,6,3,1928,1950,2,2,14,15,3,0.0,4,5,1,2,1,4,6,0,6,0,784,784,2,5,1,1,784,0,0,784,0,0,1,0,2,1,4,5,7,0,0,6,1950.0,3,2,360,2,2,1,0,0,91,0,0,0,0,0,0,0,10,2009,9,5,76000
